value,botw_trend,totk_trend
1234,2237.102914,2711.917481
1235,2236.489898,2711.304465
1236,2235.877354,2710.691921
1237,2235.265283,2710.07985
1238,2234.653685,2709.468252
1239,2234.04256,2708.857127
1240,2233.431908,2708.246475
1241,2232.821729,2707.636296
1242,2232.212023,2707.02659
1243,2231.60279,2706.417357
1244,2230.99403,2705.808597
1245,2230.385743,2705.20031
1246,2229.777928,2704.592495
1247,2229.170587,2703.985154
1248,2228.563718,2703.378285
1249,2227.957323,2702.77189
1250,2227.3514,2702.165967
1251,2226.745951,2701.560518
1252,2226.140974,2700.955541
1253,2225.53647,2700.351037
1254,2224.93244,2699.747007
1255,2224.328882,2699.143449
1256,2223.725797,2698.540364
1257,2223.123185,2697.937752
1258,2222.521046,2697.335613
1259,2221.91938,2696.733947
1260,2221.318187,2696.132754
1261,2220.717467,2695.532034
1262,2220.11722,2694.931787
1263,2219.517445,2694.332012
1264,2218.918144,2693.732711
1265,2218.319316,2693.133883
1266,2217.72096,2692.535527
1267,2217.123078,2691.937645
1268,2216.525668,2691.340235
1269,2215.928732,2690.743299
1270,2215.332268,2690.146835
1271,2214.736277,2689.550844
1272,2214.140759,2688.955326
1273,2213.545715,2688.360282
1274,2212.951143,2687.76571
1275,2212.357044,2687.171611
1276,2211.763418,2686.577985
1277,2211.170265,2685.984832
1278,2210.577585,2685.392152
1279,2209.985378,2684.799945
1280,2209.393643,2684.20821
1281,2208.802382,2683.616949
1282,2208.211594,2683.026161
1283,2207.621278,2682.435845
1284,2207.031436,2681.846003
1285,2206.442067,2681.256634
1286,2205.85317,2680.667737
1287,2205.264746,2680.079313
1288,2204.676796,2679.491363
1289,2204.089318,2678.903885
1290,2203.502313,2678.31688
1291,2202.915781,2677.730348
1292,2202.329723,2677.14429
1293,2201.744137,2676.558704
1294,2201.159024,2675.973591
1295,2200.574384,2675.388951
1296,2199.990217,2674.804784
1297,2199.406522,2674.221089
1298,2198.823301,2673.637868
1299,2198.240553,2673.05512
1300,2197.658278,2672.472845
1301,2197.076475,2671.891042
1302,2196.495146,2671.309713
1303,2195.914289,2670.728856
1304,2195.333906,2670.148473
1305,2194.753995,2669.568562
1306,2194.174558,2668.989125
1307,2193.595593,2668.41016
1308,2193.017101,2667.831668
1309,2192.439082,2667.253649
1310,2191.861537,2666.676104
1311,2191.284464,2666.099031
1312,2190.707864,2665.522431
1313,2190.131737,2664.946304
1314,2189.556083,2664.37065
1315,2188.980901,2663.795468
1316,2188.406193,2663.22076
1317,2187.831958,2662.646525
1318,2187.258196,2662.072763
1319,2186.684906,2661.499473
1320,2186.11209,2660.926657
1321,2185.539747,2660.354314
1322,2184.967876,2659.782443
1323,2184.396478,2659.211045
1324,2183.825554,2658.640121
1325,2183.255102,2658.069669
1326,2182.685123,2657.49969
1327,2182.115618,2656.930185
1328,2181.546585,2656.361152
1329,2180.978025,2655.792592
1330,2180.409938,2655.224505
1331,2179.842324,2654.656891
1332,2179.275183,2654.08975
1333,2178.708515,2653.523082
1334,2178.142319,2652.956886
1335,2177.576597,2652.391164
1336,2177.011348,2651.825915
1337,2176.446572,2651.261139
1338,2175.882268,2650.696835
1339,2175.318438,2650.133005
1340,2174.75508,2649.569647
1341,2174.192196,2649.006763
1342,2173.629784,2648.444351
1343,2173.067845,2647.882412
1344,2172.50638,2647.320947
1345,2171.945387,2646.759954
1346,2171.384867,2646.199434
1347,2170.82482,2645.639387
1348,2170.265246,2645.079813
1349,2169.706145,2644.520712
1350,2169.147517,2643.962084
1351,2168.589362,2643.403929
1352,2168.03168,2642.846247
1353,2167.47447,2642.289037
1354,2166.917734,2641.732301
1355,2166.361471,2641.176038
1356,2165.80568,2640.620247
1357,2165.250363,2640.06493
1358,2164.695518,2639.510085
1359,2164.141147,2638.955714
1360,2163.587248,2638.401815
1361,2163.033823,2637.84839
1362,2162.48087,2637.295437
1363,2161.92839,2636.742957
1364,2161.376383,2636.19095
1365,2160.824849,2635.639416
1366,2160.273788,2635.088355
1367,2159.7232,2634.537767
1368,2159.173085,2633.987652
1369,2158.623443,2633.43801
1370,2158.074274,2632.888841
1371,2157.525578,2632.340145
1372,2156.977355,2631.791922
1373,2156.429604,2631.244171
1374,2155.882327,2630.696894
1375,2155.335522,2630.150089
1376,2154.789191,2629.603758
1377,2154.243332,2629.057899
1378,2153.697947,2628.512514
1379,2153.153034,2627.967601
1380,2152.608594,2627.423161
1381,2152.064628,2626.879195
1382,2151.521134,2626.335701
1383,2150.978113,2625.79268
1384,2150.435565,2625.250132
1385,2149.89349,2624.708057
1386,2149.351888,2624.166455
1387,2148.810759,2623.625326
1388,2148.270103,2623.08467
1389,2147.729919,2622.544486
1390,2147.190209,2622.004776
1391,2146.650972,2621.465539
1392,2146.112207,2620.926774
1393,2145.573916,2620.388483
1394,2145.036097,2619.850664
1395,2144.498752,2619.313319
1396,2143.961879,2618.776446
1397,2143.42548,2618.240047
1398,2142.889553,2617.70412
1399,2142.354099,2617.168666
1400,2141.819118,2616.633685
1401,2141.28461,2616.099177
1402,2140.750575,2615.565142
1403,2140.217013,2615.03158
1404,2139.683924,2614.498491
1405,2139.151308,2613.965875
1406,2138.619165,2613.433732
1407,2138.087495,2612.902062
1408,2137.556298,2612.370865
1409,2137.025573,2611.84014
1410,2136.495322,2611.309889
1411,2135.965544,2610.780111
1412,2135.436238,2610.250805
1413,2134.907405,2609.721972
1414,2134.379046,2609.193613
1415,2133.851159,2608.665726
1416,2133.323746,2608.138313
1417,2132.796805,2607.611372
1418,2132.270337,2607.084904
1419,2131.744342,2606.558909
1420,2131.21882,2606.033387
1421,2130.693771,2605.508338
1422,2130.169195,2604.983762
1423,2129.645092,2604.459659
1424,2129.121462,2603.936029
1425,2128.598305,2603.412872
1426,2128.07562,2602.890187
1427,2127.553409,2602.367976
1428,2127.031671,2601.846238
1429,2126.510405,2601.324972
1430,2125.989613,2600.80418
1431,2125.469293,2600.28386
1432,2124.949447,2599.764014
1433,2124.430073,2599.24464
1434,2123.911172,2598.725739
1435,2123.392745,2598.207312
1436,2122.87479,2597.689357
1437,2122.357308,2597.171875
1438,2121.840299,2596.654866
1439,2121.323763,2596.13833
1440,2120.8077,2595.622267
1441,2120.29211,2595.106677
1442,2119.776993,2594.59156
1443,2119.262348,2594.076915
1444,2118.748177,2593.562744
1445,2118.234479,2593.049046
1446,2117.721254,2592.535821
1447,2117.208501,2592.023068
1448,2116.696222,2591.510789
1449,2116.184415,2590.998982
1450,2115.673081,2590.487648
1451,2115.162221,2589.976788
1452,2114.651833,2589.4664
1453,2114.141918,2588.956485
1454,2113.632477,2588.447044
1455,2113.123508,2587.938075
1456,2112.615012,2587.429579
1457,2112.106989,2586.921556
1458,2111.599439,2586.414006
1459,2111.092362,2585.906929
1460,2110.585758,2585.400325
1461,2110.079626,2584.894193
1462,2109.573968,2584.388535
1463,2109.068783,2583.88335
1464,2108.56407,2583.378637
1465,2108.059831,2582.874398
1466,2107.556065,2582.370632
1467,2107.052771,2581.867338
1468,2106.54995,2581.364517
1469,2106.047603,2580.86217
1470,2105.545728,2580.360295
1471,2105.044326,2579.858893
1472,2104.543398,2579.357965
1473,2104.042942,2578.857509
1474,2103.542959,2578.357526
1475,2103.043449,2577.858016
1476,2102.544412,2577.358979
1477,2102.045848,2576.860415
1478,2101.547757,2576.362324
1479,2101.050138,2575.864705
1480,2100.552993,2575.36756
1481,2100.056321,2574.870888
1482,2099.560122,2574.374689
1483,2099.064395,2573.878962
1484,2098.569142,2573.383709
1485,2098.074361,2572.888928
1486,2097.580054,2572.394621
1487,2097.086219,2571.900786
1488,2096.592857,2571.407424
1489,2096.099968,2570.914535
1490,2095.607553,2570.42212
1491,2095.11561,2569.930177
1492,2094.62414,2569.438707
1493,2094.133143,2568.94771
1494,2093.642619,2568.457186
1495,2093.152568,2567.967135
1496,2092.66299,2567.477557
1497,2092.173885,2566.988452
1498,2091.685252,2566.499819
1499,2091.197093,2566.01166
1500,2090.709407,2565.523974
1501,2090.222193,2565.03676
1502,2089.735453,2564.55002
1503,2089.249185,2564.063752
1504,2088.763391,2563.577958
1505,2088.278069,2563.092636
1506,2087.79322,2562.607787
1507,2087.308845,2562.123412
1508,2086.824942,2561.639509
1509,2086.341512,2561.156079
1510,2085.858555,2560.673122
1511,2085.376071,2560.190638
1512,2084.89406,2559.708627
1513,2084.412522,2559.227089
1514,2083.931457,2558.746024
1515,2083.450865,2558.265432
1516,2082.970746,2557.785313
1517,2082.491099,2557.305666
1518,2082.011926,2556.826493
1519,2081.533226,2556.347793
1520,2081.054998,2555.869565
1521,2080.577244,2555.391811
1522,2080.099962,2554.914529
1523,2079.623153,2554.43772
1524,2079.146818,2553.961385
1525,2078.670955,2553.485522
1526,2078.195565,2553.010132
1527,2077.720648,2552.535215
1528,2077.246204,2552.060771
1529,2076.772234,2551.586801
1530,2076.298736,2551.113303
1531,2075.82571,2550.640277
1532,2075.353158,2550.167725
1533,2074.881079,2549.695646
1534,2074.409473,2549.22404
1535,2073.93834,2548.752907
1536,2073.467679,2548.282246
1537,2072.997492,2547.812059
1538,2072.527778,2547.342345
1539,2072.058536,2546.873103
1540,2071.589767,2546.404334
1541,2071.121472,2545.936039
1542,2070.653649,2545.468216
1543,2070.186299,2545.000866
1544,2069.719423,2544.53399
1545,2069.253019,2544.067586
1546,2068.787088,2543.601655
1547,2068.32163,2543.136197
1548,2067.856645,2542.671212
1549,2067.392133,2542.2067
1550,2066.928094,2541.742661
1551,2066.464528,2541.279095
1552,2066.001434,2540.816001
1553,2065.538814,2540.353381
1554,2065.076667,2539.891234
1555,2064.614992,2539.429559
1556,2064.153791,2538.968358
1557,2063.693063,2538.50763
1558,2063.232807,2538.047374
1559,2062.773024,2537.587591
1560,2062.313715,2537.128282
1561,2061.854878,2536.669445
1562,2061.396514,2536.211081
1563,2060.938623,2535.75319
1564,2060.481206,2535.295773
1565,2060.024261,2534.838828
1566,2059.567789,2534.382356
1567,2059.11179,2533.926357
1568,2058.656263,2533.47083
1569,2058.20121,2533.015777
1570,2057.74663,2532.561197
1571,2057.292523,2532.10709
1572,2056.838888,2531.653455
1573,2056.385727,2531.200294
1574,2055.933039,2530.747606
1575,2055.480823,2530.29539
1576,2055.029081,2529.843648
1577,2054.577811,2529.392378
1578,2054.127014,2528.941581
1579,2053.676691,2528.491258
1580,2053.22684,2528.041407
1581,2052.777462,2527.592029
1582,2052.328557,2527.143124
1583,2051.880125,2526.694692
1584,2051.432166,2526.246733
1585,2050.98468,2525.799247
1586,2050.537667,2525.352234
1587,2050.091127,2524.905694
1588,2049.64506,2524.459627
1589,2049.199465,2524.014032
1590,2048.754344,2523.568911
1591,2048.309696,2523.124263
1592,2047.86552,2522.680087
1593,2047.421818,2522.236385
1594,2046.978588,2521.793155
1595,2046.535832,2521.350399
1596,2046.093548,2520.908115
1597,2045.651737,2520.466304
1598,2045.2104,2520.024967
1599,2044.769535,2519.584102
1600,2044.329143,2519.14371
1601,2043.889224,2518.703791
1602,2043.449778,2518.264345
1603,2043.010805,2517.825372
1604,2042.572305,2517.386872
1605,2042.134278,2516.948845
1606,2041.696724,2516.511291
1607,2041.259642,2516.074209
1608,2040.823034,2515.637601
1609,2040.386899,2515.201466
1610,2039.951236,2514.765803
1611,2039.516047,2514.330614
1612,2039.08133,2513.895897
1613,2038.647087,2513.461654
1614,2038.213316,2513.027883
1615,2037.780018,2512.594585
1616,2037.347194,2512.161761
1617,2036.914842,2511.729409
1618,2036.482963,2511.29753
1619,2036.051557,2510.866124
1620,2035.620624,2510.435191
1621,2035.190164,2510.004731
1622,2034.760177,2509.574744
1623,2034.330663,2509.14523
1624,2033.901622,2508.716189
1625,2033.473053,2508.28762
1626,2033.044958,2507.859525
1627,2032.617336,2507.431903
1628,2032.190186,2507.004753
1629,2031.76351,2506.578077
1630,2031.337306,2506.151873
1631,2030.911576,2505.726143
1632,2030.486318,2505.300885
1633,2030.061533,2504.8761
1634,2029.637222,2504.451789
1635,2029.213383,2504.02795
1636,2028.790017,2503.604584
1637,2028.367124,2503.181691
1638,2027.944704,2502.759271
1639,2027.522757,2502.337324
1640,2027.101283,2501.91585
1641,2026.680282,2501.494849
1642,2026.259754,2501.074321
1643,2025.839698,2500.654265
1644,2025.420116,2500.234683
1645,2025.001007,2499.815574
1646,2024.58237,2499.396937
1647,2024.164207,2498.978774
1648,2023.746516,2498.561083
1649,2023.329299,2498.143866
1650,2022.912554,2497.727121
1651,2022.496282,2497.310849
1652,2022.080484,2496.895051
1653,2021.665158,2496.479725
1654,2021.250305,2496.064872
1655,2020.835925,2495.650492
1656,2020.422018,2495.236585
1657,2020.008584,2494.823151
1658,2019.595623,2494.41019
1659,2019.183135,2493.997702
1660,2018.77112,2493.585687
1661,2018.359577,2493.174144
1662,2017.948508,2492.763075
1663,2017.537912,2492.352479
1664,2017.127788,2491.942355
1665,2016.718138,2491.532705
1666,2016.30896,2491.123527
1667,2015.900256,2490.714823
1668,2015.492024,2490.306591
1669,2015.084266,2489.898833
1670,2014.67698,2489.491547
1671,2014.270167,2489.084734
1672,2013.863827,2488.678394
1673,2013.45796,2488.272527
1674,2013.052566,2487.867133
1675,2012.647645,2487.462212
1676,2012.243197,2487.057764
1677,2011.839222,2486.653789
1678,2011.43572,2486.250287
1679,2011.032691,2485.847258
1680,2010.630134,2485.444701
